@relation KI_Test_sarcasm-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V

@attribute chars numeric
@attribute UPPERCASE numeric
@attribute LOWERCASE numeric
@attribute dot numeric
@attribute comma numeric
@attribute '?' numeric
@attribute ! numeric
@attribute '\'' numeric
@attribute ` numeric
@attribute amount_adjective.txt numeric
@attribute amount_adverb.txt numeric
@attribute amount_article.txt numeric
@attribute amount_comparative.txt numeric
@attribute amount_conjunction.txt numeric
@attribute amount_interjection.txt numeric
@attribute amount_nouns.txt numeric
@attribute amount_numeral.txt numeric
@attribute amount_superlative.txt numeric
@attribute amount_verbs.txt numeric
@attribute profanity_prob.txt numeric
@attribute class {ironisch,normal}

@data
411,11,296,2,8,0,0,4,0,7,12,9,0,6,0,17,0,0,6,0.143422,normal
1235,24,898,14,10,0,4,8,0,20,17,29,1,10,0,49,5,0,45,0.018065,normal
89,3,65,2,0,0,0,0,0,0,0,2,0,0,0,7,0,0,2,0.024527,normal
6226,348,4329,57,55,0,6,25,2,94,80,113,17,34,0,285,44,4,174,0.019302,normal
2812,85,2011,24,26,0,0,27,16,21,42,60,0,23,1,105,4,1,111,0.047481,normal
690,20,495,5,10,0,1,5,0,6,9,16,0,6,0,25,4,1,24,0.111511,ironisch
520,13,379,6,4,0,2,2,0,3,5,11,0,2,0,22,2,0,23,0.031396,normal
1737,40,1258,38,3,3,0,8,2,25,45,32,0,10,0,72,5,1,60,0.094716,ironisch
608,17,459,4,2,0,0,1,0,12,9,8,1,4,0,30,4,0,18,0.155247,ironisch
324,24,221,4,4,1,1,1,0,2,4,5,0,2,0,16,0,0,10,0.262995,normal
1381,36,1044,10,14,4,1,2,0,18,18,23,2,10,0,61,1,0,41,0.127671,ironisch
954,24,699,10,4,0,0,4,0,18,8,21,0,15,0,49,0,1,28,0.031773,ironisch
3375,64,2424,31,16,0,0,11,2,44,44,100,2,23,0,136,39,0,88,0.00838,normal
1310,37,949,26,13,0,0,6,4,14,7,26,1,9,0,66,5,1,41,0.088069,normal
1187,26,906,15,4,0,2,2,0,12,13,18,0,16,0,61,1,0,37,0.001407,normal
171,9,122,3,0,0,0,1,0,1,2,4,0,1,0,7,0,0,6,0.140205,ironisch
345,16,231,11,2,0,0,6,0,9,3,6,0,3,0,15,2,3,14,0.142317,normal
131,3,89,0,0,0,1,3,2,1,2,2,0,1,0,4,1,0,5,0.021148,ironisch
126,2,96,2,0,0,0,0,0,2,0,3,0,1,0,6,0,0,4,0.026132,normal
186,0,143,0,0,0,0,0,0,8,2,3,1,3,0,9,2,0,5,0.087026,normal
3208,106,2303,39,21,0,0,27,4,41,57,61,2,18,0,152,10,6,109,0.008025,normal
213,10,144,3,1,0,1,2,2,4,4,6,0,2,0,9,0,0,5,0.079307,normal
2560,98,1778,51,10,5,3,35,12,38,53,56,2,20,0,91,7,2,100,0.009255,normal
188,2,137,2,2,0,1,0,0,9,2,5,0,2,0,5,0,0,6,0.00236,normal
998,76,672,10,4,0,3,2,2,11,8,18,0,9,0,50,3,1,35,0.007232,normal
1056,81,699,49,6,0,0,7,4,11,14,19,1,3,0,45,2,0,29,0.018141,ironisch
984,32,721,13,5,0,0,5,0,10,11,30,1,3,0,47,0,0,35,0.007464,normal
1052,23,784,10,5,0,2,2,0,16,14,23,0,7,0,50,0,1,37,0.042119,normal
4673,109,3522,38,54,0,0,13,4,64,49,101,5,28,0,219,10,1,148,0.003929,ironisch
3306,111,2260,60,36,0,1,28,14,52,48,66,5,21,1,142,18,0,105,0.020515,normal
8498,329,6194,45,70,2,0,45,26,99,62,142,1,46,0,446,32,2,228,0.018422,normal
2250,35,1725,12,16,0,0,2,0,36,22,57,1,15,0,90,1,1,69,0.001394,normal
493,21,342,7,6,0,1,2,0,2,7,8,0,3,0,30,3,1,16,0.098421,normal
808,25,580,9,9,0,0,3,0,8,11,9,1,5,1,42,7,0,24,0.027501,ironisch
1702,110,1183,12,11,2,5,10,4,20,13,41,1,13,0,81,5,1,62,0.323118,ironisch
707,20,514,8,3,0,0,3,2,10,10,17,0,4,0,24,3,0,26,0.021704,normal
1366,21,1021,12,17,0,0,8,0,25,15,22,1,12,0,43,1,2,49,0.01227,normal
102,1,75,1,1,0,0,1,0,2,2,1,0,1,0,2,0,0,5,0.018672,ironisch
6412,191,4572,77,47,11,4,45,23,81,77,121,5,46,2,272,28,2,207,0.022625,ironisch
2741,81,2049,21,28,3,0,16,4,33,24,58,0,12,0,142,5,1,75,0.013342,ironisch
1622,42,1198,10,15,0,1,9,0,14,13,28,0,18,0,89,3,0,42,0.014117,normal
593,51,384,7,4,0,0,8,0,6,4,13,2,4,0,32,4,0,18,0.023282,normal
780,27,558,9,5,5,0,6,0,16,9,18,0,7,0,29,1,0,25,0.473616,ironisch
748,22,543,9,0,0,1,7,2,9,8,11,3,2,0,25,3,0,32,0.156554,normal
119,3,86,3,0,0,0,0,0,1,1,5,0,1,0,6,0,0,3,0.082608,normal
12427,286,9163,99,118,0,1,69,34,161,155,274,4,69,0,585,50,5,313,0.002344,normal
767,13,582,5,10,0,0,3,2,13,5,13,2,9,0,36,2,2,21,0.008281,normal
361,16,257,5,2,0,1,0,0,7,2,7,1,2,0,12,2,0,14,0.030231,normal
1613,23,1197,15,17,0,1,5,0,29,28,26,3,19,1,62,3,0,49,0.039384,normal
611,10,448,8,4,0,0,4,2,5,5,13,0,5,0,18,2,1,23,0.099877,normal
7178,264,5266,62,63,2,0,36,28,77,43,155,2,45,0,378,0,4,225,0.011979,normal
323,6,241,6,0,0,0,1,0,4,5,9,0,1,0,9,0,0,13,0.022921,normal
380,15,254,12,4,0,0,7,4,9,6,5,0,1,0,14,0,0,12,0.998439,ironisch
610,11,455,15,2,0,1,0,0,14,5,13,0,3,0,25,1,1,17,0.03401,normal
651,14,487,10,0,0,0,0,0,9,6,17,1,4,0,27,2,2,26,0.004883,normal
1605,44,1133,17,19,0,2,11,0,16,19,35,0,10,1,55,12,0,60,0.010348,normal
1446,37,1083,21,4,0,0,3,0,16,16,27,2,8,0,57,0,1,60,0.017422,normal
443,7,337,4,5,0,0,0,0,8,5,8,2,4,0,19,1,0,11,0.057183,normal
887,16,642,16,7,0,0,8,2,19,7,13,1,8,2,43,0,1,30,0.297903,ironisch
5311,170,3910,58,46,14,0,22,12,73,63,100,4,33,4,255,7,0,161,0.016856,ironisch
332,12,255,4,1,0,0,0,0,4,2,10,0,1,0,17,1,0,7,0.191971,ironisch
507,8,375,7,9,0,0,3,0,7,9,6,1,4,1,19,1,0,17,0.021786,normal
543,10,396,4,6,0,2,3,0,8,3,7,0,5,0,26,5,0,16,0.052855,ironisch
2299,66,1676,24,23,0,0,2,0,17,19,46,3,19,0,102,6,1,75,0.13184,ironisch
998,33,719,3,9,0,4,5,2,11,12,16,0,13,0,38,9,0,40,0.015923,normal
1927,55,1435,17,8,0,1,3,0,24,36,46,1,16,1,67,6,0,61,0.003523,normal
828,20,608,6,10,0,0,3,0,16,15,20,0,7,0,24,2,0,31,0.054658,ironisch
286,0,215,6,0,0,2,0,0,2,3,4,0,4,0,18,0,0,9,0.010677,normal
1081,48,784,11,8,0,1,7,2,11,9,27,0,11,0,56,0,0,33,0.046397,normal
2519,101,1805,27,20,0,0,7,0,52,23,58,5,10,0,122,14,4,68,0.008131,normal
738,14,565,7,6,0,0,0,0,18,6,10,1,4,0,32,2,1,24,0.104147,ironisch
4892,76,3626,46,39,1,5,51,10,72,75,69,2,41,1,166,7,2,158,0.236893,ironisch
2170,46,1618,23,23,0,0,8,4,35,18,35,3,18,1,93,2,1,60,0.006985,normal
682,49,472,13,2,0,4,3,0,5,3,11,1,7,0,35,2,0,21,0.059026,ironisch
1287,19,972,11,2,0,0,6,0,14,16,21,0,12,0,42,2,1,57,0.003128,normal
290,3,220,4,1,0,0,2,0,6,4,3,0,1,0,10,1,0,8,0.115609,normal
1595,26,1183,12,16,0,2,7,0,16,14,24,2,7,0,63,2,0,57,0.529467,ironisch
320,11,242,3,1,0,0,0,0,4,6,4,0,4,0,14,0,0,10,0.029284,normal
2102,60,1588,16,14,0,0,7,4,35,23,39,1,10,0,101,4,3,56,0.001082,normal
1552,69,1094,14,10,0,0,4,0,27,20,38,0,12,0,79,13,0,40,0.01863,normal
1885,50,1379,20,9,0,0,19,2,32,36,50,2,9,0,72,1,1,64,0.028655,normal
2554,110,1796,21,27,2,0,7,2,24,36,43,2,16,0,112,9,5,95,0.099411,ironisch
944,16,709,14,3,0,0,2,0,22,13,18,2,10,0,48,1,0,27,0.007805,normal
416,3,320,3,1,0,4,0,0,8,6,11,1,3,0,19,1,0,13,0.007093,normal
1441,24,1083,10,15,0,0,2,0,27,15,29,1,10,0,68,2,0,49,0.111468,normal
375,10,280,5,0,0,2,0,0,7,4,6,0,5,0,11,0,1,18,0.008725,normal
836,53,577,7,10,0,4,5,2,15,7,13,1,5,0,41,3,0,17,0.491138,ironisch
1682,61,1218,27,8,2,3,9,4,24,29,30,0,12,0,76,7,0,55,0.006596,normal
1120,24,807,14,12,0,0,9,0,16,22,22,0,4,0,40,3,0,42,0.201966,ironisch
1227,15,900,17,6,0,0,13,0,23,19,23,1,9,0,38,4,0,40,0.014478,normal
1723,35,1266,18,18,0,0,3,0,26,23,43,0,13,0,83,8,0,46,0.057755,normal
1026,23,782,10,3,0,0,6,0,13,13,26,1,3,0,47,3,0,33,0.041135,normal
1633,35,1214,16,6,0,1,14,10,22,27,29,1,7,0,70,3,0,52,0.002381,ironisch
699,17,526,6,9,0,0,2,2,9,3,15,0,4,0,37,1,0,17,0.014814,ironisch
3012,69,2275,25,19,4,2,18,8,50,33,48,1,17,0,138,1,1,86,0.025923,ironisch
193,4,138,5,0,0,0,1,0,2,3,7,0,1,0,4,1,1,11,0.808714,ironisch
129,99,0,3,0,0,0,0,0,0,0,2,0,0,0,18,0,0,2,0.008291,normal
2669,113,1954,28,23,0,0,16,6,48,24,47,1,23,0,129,2,2,66,0.078715,normal
565,12,426,9,3,0,0,1,0,9,8,15,0,5,0,22,0,0,17,0.017213,normal
672,21,480,7,5,0,0,12,6,7,10,13,0,3,0,36,0,0,20,0.045259,ironisch
464,13,337,5,4,4,0,2,0,7,9,7,0,3,0,27,0,0,10,0.703689,ironisch
978,34,686,11,9,0,0,13,0,21,14,20,1,3,0,43,6,0,31,0.00763,normal
300,8,232,3,0,0,0,0,0,6,4,5,0,3,0,10,3,0,9,0.15525,normal
1410,33,1052,15,6,2,0,5,2,19,21,17,1,8,0,58,3,0,48,0.616066,ironisch
1189,22,912,9,8,0,0,3,0,17,20,23,1,8,0,48,4,0,37,0.001529,normal
1681,49,1196,20,22,0,2,12,4,15,16,35,0,11,0,62,6,0,69,0.022462,ironisch
890,24,617,19,6,0,6,6,0,14,12,18,0,9,0,44,10,0,25,0.054141,normal
96,2,70,1,0,0,1,0,0,2,3,3,0,2,0,3,0,0,4,0.003826,normal
1670,30,1277,13,13,0,1,9,0,29,28,36,0,12,0,67,0,1,41,0.000873,normal
974,28,711,6,11,0,2,4,0,14,11,15,0,9,0,44,3,1,32,0.018212,ironisch
1460,38,1067,22,11,0,0,4,0,23,13,34,1,10,0,70,15,1,38,0.002073,normal
1179,28,871,13,4,0,0,10,2,16,20,27,1,10,0,54,4,0,38,0.043085,normal
1081,18,777,12,8,9,1,8,4,18,11,26,1,8,0,51,4,0,25,0.306313,ironisch
609,18,452,3,8,0,0,4,2,14,5,8,0,5,0,29,1,1,8,0.006821,ironisch
2550,97,1848,20,20,1,4,6,2,45,31,38,5,27,1,124,5,1,85,0.042872,normal
5617,75,4340,36,43,0,0,45,0,74,55,121,7,39,0,237,4,6,168,0.001585,normal
1379,19,1082,9,1,0,1,0,0,16,8,27,1,14,0,62,0,1,47,0.020029,ironisch
385,11,296,4,0,0,0,0,0,5,4,6,0,4,0,21,0,0,14,0.003399,normal
1036,24,750,7,18,0,6,4,0,11,11,21,3,7,0,43,4,1,35,0.023368,ironisch
1755,75,1277,19,6,0,5,5,0,29,28,32,1,11,0,67,1,2,68,0.326366,normal
1642,58,1175,10,17,0,1,20,16,28,16,28,1,14,0,82,3,1,37,0.011621,normal
330,49,192,1,4,0,8,1,0,5,1,5,0,2,0,27,2,0,5,0.012541,normal
2876,60,2139,17,8,0,0,18,4,46,38,69,3,18,0,124,11,0,100,0.02626,normal
88,2,61,0,2,0,1,0,0,1,3,0,0,1,0,2,0,0,4,0.038087,ironisch
151,3,115,3,0,0,0,0,0,2,3,2,0,1,0,4,2,0,9,0.052704,normal
1224,33,905,24,2,0,2,3,0,15,11,28,0,14,0,58,2,0,43,0.011577,normal
154,5,106,5,1,0,0,2,0,2,5,1,0,0,0,4,0,0,7,0.347372,ironisch
337,10,224,0,5,2,2,1,0,0,3,8,0,1,0,17,6,0,10,0.008197,ironisch
133,99,0,3,0,0,0,0,0,0,0,0,0,1,0,21,0,0,3,0.019271,normal
2213,78,1586,20,20,0,1,16,4,26,29,58,1,13,1,107,4,0,59,0.008862,normal
3348,111,2445,20,44,2,0,6,0,41,34,55,4,39,0,185,7,3,101,0.003167,normal
211,6,155,4,0,0,0,0,0,5,3,5,0,0,0,12,0,0,5,0.155445,normal
4133,95,3054,25,45,0,3,39,22,59,31,65,2,28,1,190,11,2,108,0.053289,normal
1380,31,1066,12,3,0,1,3,0,21,22,20,1,12,0,67,2,1,41,0.007525,ironisch
687,9,532,8,4,0,0,1,0,16,8,14,1,4,0,24,0,0,20,0.01,normal
1148,32,800,28,9,0,3,1,0,26,15,23,2,10,0,54,8,2,38,0.035703,normal
1231,22,919,7,12,5,1,9,5,22,19,21,3,12,0,38,1,0,40,0.127341,ironisch
1206,19,921,10,1,0,1,4,0,22,17,30,0,10,0,40,1,0,46,0.05994,normal
175,18,119,0,1,0,3,0,0,5,2,2,1,1,0,4,0,0,8,0.019308,ironisch
655,24,472,8,4,0,0,2,0,10,7,22,1,2,1,25,5,0,25,0.305238,ironisch
5853,183,4332,66,59,5,1,41,2,72,68,98,3,40,2,304,7,3,159,0.112065,ironisch
17448,665,12486,195,97,0,4,64,12,253,243,320,9,87,1,728,78,7,573,0.000461,normal
582,15,419,11,8,0,0,6,0,13,15,8,0,2,0,16,3,0,24,0.035315,normal
3566,69,2640,33,28,14,0,18,11,45,35,84,3,24,1,157,10,1,108,0.009482,normal
793,15,567,7,6,2,3,4,2,8,13,17,0,4,0,32,2,0,27,0.021551,ironisch
2551,64,1820,32,26,3,0,41,18,33,44,47,3,20,0,94,6,0,93,0.082321,ironisch
1851,55,1316,22,25,2,0,13,2,22,16,37,0,10,1,92,6,1,56,0.018786,ironisch
443,8,325,7,2,0,0,2,0,7,9,10,0,4,0,15,2,0,19,0.021917,normal
1086,37,794,13,9,0,0,5,2,17,12,22,1,3,0,51,3,0,36,0.008091,normal
639,66,410,4,3,0,1,1,0,6,8,11,0,1,0,43,6,0,11,0.017235,normal
569,9,419,7,2,0,0,5,0,8,10,8,0,6,0,15,0,0,27,0.217213,normal
2866,118,1835,30,41,0,2,26,0,27,39,28,1,71,1,138,9,0,101,0.116592,normal
381,17,272,7,0,0,0,4,0,6,7,3,0,2,0,15,1,0,15,0.24655,ironisch
203,5,155,3,0,0,0,1,0,2,6,4,0,2,0,5,0,0,8,0.022171,normal
5197,109,3882,69,46,0,1,12,2,105,80,101,13,32,0,206,10,2,161,0.001935,normal
1454,23,1091,11,22,0,1,10,8,29,23,24,1,11,1,46,3,0,38,0.013863,normal
3358,136,2361,36,33,0,6,6,2,47,45,72,5,20,0,141,18,5,94,0.001301,normal
692,16,505,8,5,0,1,4,0,7,9,17,1,3,0,27,2,0,26,0.007141,normal
570,20,400,7,4,1,0,4,4,6,7,9,0,3,0,22,1,0,26,0.406294,ironisch
368,17,268,5,1,0,0,0,0,8,3,7,1,1,0,19,2,0,10,0.025992,normal
967,7,749,5,6,0,0,2,0,22,14,20,6,6,0,38,3,0,27,0.021599,normal
2342,92,1632,29,33,2,0,9,0,26,25,29,0,38,2,115,1,2,63,0.00521,ironisch
1319,29,974,12,14,0,0,4,0,21,15,24,0,9,0,64,6,0,33,0.011059,ironisch
3244,44,2422,32,26,0,0,24,0,65,52,70,5,22,0,127,1,1,105,0.008173,normal
112,1,87,0,0,0,0,0,0,1,0,6,0,1,0,6,0,0,2,0.898332,ironisch
590,6,448,4,10,0,0,4,4,13,3,15,0,5,0,24,0,1,13,0.02976,normal
466,5,349,4,4,0,0,2,0,5,5,11,1,3,0,22,1,1,16,0.10009,ironisch
2129,80,1499,28,21,0,1,9,4,38,25,51,0,10,0,80,4,2,82,0.012159,normal
4108,107,3025,42,38,3,3,8,0,69,64,69,4,26,1,172,18,7,133,0.030769,ironisch
210,5,157,3,0,0,1,0,0,6,0,6,0,1,0,10,0,0,5,0.005792,normal
1313,38,910,17,13,0,1,28,20,14,21,21,1,9,0,46,1,0,48,0.052572,normal
1275,34,956,9,9,0,1,10,4,14,14,24,1,4,0,60,0,0,45,0.035112,ironisch
1357,53,984,8,8,0,0,6,4,24,11,26,2,10,0,71,5,0,31,0.011845,normal
1191,25,900,5,7,2,3,8,0,18,11,27,1,11,1,53,4,2,37,0.004283,normal
963,23,705,13,10,0,0,1,0,12,9,21,1,1,0,38,0,0,38,0.036783,ironisch
231,9,155,5,1,0,0,6,4,3,4,2,0,1,1,7,0,1,8,0.027833,ironisch
3793,110,2781,28,41,5,9,27,8,61,50,66,5,21,0,186,6,2,112,0.016498,ironisch
152,2,109,2,3,0,0,2,2,2,3,1,0,2,1,5,0,0,4,0.041305,ironisch
125,2,91,2,1,0,0,1,0,1,2,0,0,2,0,6,0,0,4,0.021481,normal
1992,48,1445,20,20,0,0,15,12,36,20,53,1,12,0,97,5,1,51,0.014784,normal
1044,13,799,9,8,0,0,2,0,14,17,22,2,3,0,41,1,1,35,0.001216,normal
1073,18,811,8,12,0,0,4,0,22,7,20,1,13,0,49,1,0,31,0.413308,ironisch
163,3,120,2,1,0,0,0,0,1,1,2,0,2,0,8,0,0,7,0.124499,ironisch
483,18,349,9,3,0,0,2,0,5,5,10,0,4,0,20,1,0,20,0.186169,ironisch
147,7,103,1,4,0,0,0,0,3,1,2,1,1,0,7,1,1,4,0.009216,normal
3894,156,2798,38,42,7,5,32,6,52,61,62,2,19,1,137,5,0,138,0.119816,ironisch
700,9,523,9,9,0,0,6,2,8,9,16,0,4,0,30,0,0,22,0.008567,normal
121,4,91,2,0,0,1,0,0,1,0,3,0,0,0,8,0,0,3,0.223626,normal
210,4,153,2,1,0,2,0,0,5,4,5,0,1,0,5,0,0,10,0.115423,ironisch
816,18,566,8,10,1,2,4,2,4,16,11,0,9,0,35,8,0,27,0.038951,ironisch
698,21,502,13,2,0,0,3,2,16,6,16,1,3,0,33,8,1,17,0.020037,ironisch
726,39,515,7,2,0,1,5,2,7,9,13,0,5,0,40,1,1,23,0.170154,ironisch
12375,378,8981,143,121,6,0,36,16,189,104,220,13,107,2,565,79,3,354,0.000429,normal
1552,46,1130,11,9,2,1,4,0,16,16,23,0,26,0,84,15,0,44,0.034619,ironisch
548,21,395,5,9,0,1,2,0,6,11,10,0,5,0,24,0,0,16,0.084555,normal
202,6,142,4,0,0,0,3,0,4,3,4,0,2,0,5,1,0,12,0.007466,normal
470,20,332,4,5,0,0,5,4,2,3,10,0,4,0,25,1,0,15,0.005833,normal
83,3,54,1,2,0,2,0,0,1,0,3,0,1,0,6,0,0,1,0.135317,normal
602,25,421,9,10,0,0,1,0,15,6,7,0,6,0,25,5,0,18,0.00171,normal
117,3,83,2,1,0,0,0,0,2,2,2,0,1,0,4,0,0,5,0.00869,normal
810,18,615,8,9,0,0,0,0,13,6,15,0,3,0,38,2,1,24,0.01745,ironisch
3590,56,2590,36,41,3,3,60,44,73,43,74,3,20,1,149,2,2,79,0.238652,ironisch
2145,44,1601,14,26,0,0,13,6,22,20,28,0,9,0,99,4,1,64,0.048116,ironisch
730,14,538,10,0,0,1,7,0,10,15,19,1,7,0,28,1,1,28,0.007502,normal
577,11,426,7,5,0,2,2,0,13,14,8,1,3,0,23,2,0,18,0.077498,normal
844,13,651,9,2,0,0,3,2,20,8,13,1,9,0,30,1,0,27,0.010105,normal
5899,173,4263,41,79,5,1,40,20,86,50,101,7,27,1,295,23,5,152,0.001293,normal
1165,21,870,13,14,2,1,4,4,26,16,26,0,9,2,53,0,1,32,0.034893,ironisch
223,8,164,4,2,0,0,1,0,6,0,4,0,2,0,11,0,0,6,0.029455,normal
259,7,201,6,1,0,0,0,0,4,2,3,0,0,0,10,0,0,8,0.045088,normal
658,8,479,5,8,0,0,5,0,8,13,11,0,3,0,23,7,0,22,0.008972,ironisch
489,8,360,6,1,0,0,2,0,7,8,9,0,5,0,20,1,0,22,0.281639,ironisch
342,252,0,5,0,0,3,3,2,0,0,1,0,0,0,51,0,0,6,0.039105,normal
2753,50,2125,14,39,0,0,4,0,27,25,57,0,24,0,135,5,1,68,0.020107,normal
1574,71,1085,20,13,0,0,8,2,21,23,45,1,8,0,66,13,1,56,0.007511,normal
402,17,307,6,1,0,0,3,0,6,6,5,0,1,0,19,0,0,12,0.034549,ironisch
446,9,330,4,4,0,3,2,0,8,7,7,0,4,0,18,2,0,12,0.01233,normal
2467,33,1882,14,44,0,0,2,0,49,28,41,0,24,0,100,3,1,52,0.011212,normal
826,30,597,14,1,0,0,4,0,8,4,14,0,4,0,48,3,0,27,0.033328,normal
1636,28,1185,19,20,1,0,14,0,28,27,40,2,7,1,64,2,0,55,0.004149,normal
1754,43,1280,21,18,1,0,14,0,33,25,41,1,14,1,63,7,1,62,0.031462,normal
1964,40,1476,24,4,0,1,2,0,24,27,48,2,10,0,80,10,0,66,0.009874,normal
266,4,192,4,2,0,0,4,0,5,2,7,2,2,0,12,0,0,15,0.639766,ironisch
4411,77,3330,43,29,0,0,1,0,73,50,93,5,43,0,201,32,1,125,0.006491,normal
1537,55,1107,12,10,2,1,11,2,26,13,31,3,14,0,73,5,2,42,0.011681,normal
2318,43,1762,18,21,0,1,5,0,50,30,48,2,21,0,92,4,2,69,0.000714,normal
694,39,496,9,1,0,0,4,0,7,10,15,0,4,0,30,2,1,29,0.075957,normal
158,3,117,2,0,0,0,1,0,1,2,1,0,1,0,5,0,0,9,0.009788,normal
1846,26,1365,18,17,0,0,7,0,19,22,44,0,16,0,73,7,1,66,0.004365,normal
1522,46,1094,19,11,0,1,4,0,15,33,23,1,15,1,60,8,1,61,0.00352,normal
4072,42,3081,28,40,0,2,8,2,71,38,77,2,44,0,161,3,2,125,0.001401,normal
3788,167,2724,23,42,0,0,17,6,45,14,52,1,17,2,245,28,0,80,0.001351,normal
873,11,677,7,6,0,0,4,0,15,15,17,2,3,0,31,1,1,25,0.03428,ironisch
11153,346,8017,152,88,10,0,42,16,109,127,250,8,63,5,449,46,2,425,0.190713,ironisch
2375,103,1700,34,14,0,0,8,2,33,25,35,6,19,0,113,12,2,79,0.005129,normal
975,64,663,5,7,0,0,8,6,8,7,14,0,8,0,55,1,0,28,0.01149,normal
103,3,74,2,0,0,0,1,0,1,1,2,0,1,0,5,2,1,2,0.029501,normal
967,19,718,8,6,0,0,7,0,17,6,10,2,8,0,39,4,0,35,0.003212,normal
413,6,308,3,6,0,0,1,0,7,4,9,0,3,0,11,1,0,17,0.015951,normal
185,8,117,4,3,0,0,6,2,4,0,1,0,0,0,10,0,1,5,0.047248,normal
2910,82,2150,17,34,1,1,23,16,40,39,40,0,20,0,118,3,0,79,0.103711,ironisch
240,11,163,6,1,0,0,1,0,6,4,7,0,2,0,13,2,1,5,0.033764,normal
954,23,715,12,6,0,0,2,0,20,14,18,0,9,0,39,2,1,28,0.003633,normal
304,3,232,5,3,0,0,3,2,6,1,3,1,1,0,13,0,0,7,0.00215,normal
1628,41,1210,16,12,0,0,7,2,24,12,36,1,7,0,65,3,4,58,0.021353,ironisch
665,16,476,10,5,0,0,0,0,9,6,15,0,6,0,26,3,0,30,0.008029,normal
528,29,358,6,2,0,1,3,0,7,9,13,0,7,0,24,3,1,20,0.079963,normal
248,12,174,4,1,0,0,0,0,1,4,3,0,2,0,10,0,0,13,0.063716,normal
519,16,389,6,3,0,0,1,0,5,2,15,0,4,0,26,0,0,18,0.015195,normal
3533,72,2693,32,20,0,0,11,0,49,36,71,2,25,0,146,6,0,130,0.000642,normal
1858,43,1349,24,17,2,0,8,4,22,17,46,1,12,1,75,0,0,74,0.002329,ironisch
1639,79,1142,30,4,0,0,3,2,27,28,26,2,8,0,82,5,3,49,0.006853,normal
109,9,65,1,0,0,4,1,1,1,0,3,0,0,0,6,0,0,2,0.021031,normal
580,26,408,6,6,0,1,1,0,8,15,10,0,1,0,18,2,1,21,0.023314,normal
3009,48,2323,14,3,0,0,14,0,39,24,73,2,14,0,146,3,0,92,0.615481,ironisch
2074,97,1335,22,23,0,13,32,20,29,30,23,3,19,0,88,22,6,71,0.051886,ironisch
1242,41,866,34,7,1,0,5,0,25,12,18,2,13,1,59,11,0,36,0.453542,ironisch
4700,143,3356,38,25,0,7,16,2,72,75,79,1,39,2,197,22,0,160,0.007052,normal
132,2,95,2,2,0,0,2,0,1,1,2,0,1,0,4,0,0,8,0.179616,ironisch
1281,56,904,10,12,0,0,2,2,23,13,31,0,14,0,66,4,1,32,0.041007,ironisch
377,7,281,2,1,0,5,1,0,7,2,7,0,2,0,15,0,0,15,0.015192,normal
2644,72,1828,25,29,2,0,31,18,30,35,43,3,9,0,129,18,1,88,0.029065,ironisch
1114,24,815,10,13,0,2,8,0,19,14,21,1,8,0,45,6,0,34,0.026873,normal
2445,39,1856,17,19,0,0,7,6,33,25,67,1,15,0,120,6,1,69,0.009154,normal
573,8,407,7,5,0,0,7,0,5,10,10,1,6,0,28,3,0,17,0.274503,ironisch
1289,26,962,11,15,0,0,5,2,18,17,25,0,7,0,58,1,2,44,0.010385,normal
1502,29,1111,14,18,1,0,4,0,12,27,27,1,16,0,59,1,0,60,0.048219,ironisch
1205,18,908,13,10,0,1,4,2,21,10,17,0,15,0,46,1,0,46,0.03757,ironisch
1316,28,935,23,13,0,5,5,4,17,17,32,2,11,1,54,3,0,48,0.006485,normal
518,16,370,8,3,3,0,2,2,10,5,10,1,2,0,17,1,0,20,0.272765,ironisch
1040,22,781,9,1,0,0,1,0,19,14,19,1,13,0,39,1,0,40,0.033667,normal
1580,40,1151,22,17,3,2,11,0,23,32,27,2,9,0,54,4,0,57,0.003566,normal
432,12,307,5,3,0,0,2,2,4,3,9,0,2,0,22,4,1,17,0.00765,normal
1752,67,1257,16,16,11,0,11,8,12,18,23,2,8,0,80,3,0,56,0.00725,ironisch
257,7,176,4,3,0,2,6,2,3,6,3,0,0,0,7,1,0,13,0.054806,ironisch
1230,28,903,13,8,2,5,8,4,27,4,27,0,8,0,64,5,4,33,0.030825,normal
3546,66,2643,24,32,2,2,16,0,66,44,71,8,27,0,161,4,2,114,0.013473,normal
123,3,94,2,0,0,0,0,0,1,1,3,0,1,0,7,0,0,4,0.091704,normal
1791,30,1356,18,22,0,0,5,0,32,20,42,0,10,0,74,2,3,50,0.000725,normal
928,28,660,9,4,0,10,0,0,14,6,21,0,4,0,42,7,1,28,0.007105,normal
2431,84,1689,23,29,0,3,42,36,37,24,49,3,15,0,131,1,2,57,0.154541,normal
180,4,132,3,1,0,0,0,0,3,1,5,0,1,0,8,0,0,5,0.01151,normal
2245,64,1598,21,21,0,0,3,0,43,27,51,0,21,0,102,13,3,57,0.006203,normal
1871,40,1400,17,9,0,0,18,10,30,18,33,0,14,0,72,2,1,63,0.008591,normal
1381,48,993,16,11,1,1,9,4,21,19,37,0,9,0,55,2,2,47,0.001914,ironisch
